client_id,file_name,sentence_id,transcription
2344,segment0.flac,id0,"Bu gecə bütün kənd sevinirdi.
"
2344,segment1.flac,id1,"Qızlar gəlinlər uşaqlar gənclər ixtiyarlar sevinir bütün kainat belə sevinirdi… Uşaqların bağırtısı qızların gəlinlərin çalğısı yastı balabanların ən kobud ürəkləri oxşayan həzin iniltisi birbirinə qarışıb ümumi bir ahəng yaratmış və hər kəs bu şən gurultunun sonsuz sevinclərinə dalıb getmişdi.
"
2344,segment10.flac,id2,"Bəli bu gecə hər kəs sevinir həm də onun səadətinə sevinirdi.
"
2344,segment100.flac,id3,"Yalnız o yalnız o bunları görmür eşitmir qadınların böyük bir gurultu qopartdığı darısqal və yarıqaranlıq daxmanın bir bucağına sıxılmış bütün bu sevinclərə darılır bu şənliklərdən sıxılır və eşitdiyi bütün bu gülüşlərdə bu gurultularda müdhiş bir fəlakət bayquşunun qorxunc sədasını hiss edirdi.
"
2344,segment101.flac,id4,"O bu gecə gəlin gedirdi.
"
2344,segment102.flac,id5,"Tam altı aydan bəri ayrılmaz bir yoldaşı olan köhnə qabıqlı Quranı kiçik döşlərinin arasına sıxıb Ey Quran ey uca pərvərdigar sən ki hər şeyi bilirsən sən mənə kömək ol.
"
2344,segment103.flac,id6,"deyə göz yaşları ilə yıpranmış yarpaqlarını isladırdı.
"
2344,segment104.flac,id7,"Bunu hər kəs görür lakin onu son zamanlar daima belə tutqun gördüklərindən bir o qədər də maraqlanmırlardı.
"
2344,segment105.flac,id8,"Hətta qızlardan bir neçəsi maraqlanmış soruşmuş və cavab almayınca kimisi bu zavallı qızcığazın öz nişanlısını sevmədiyindən kimisi tərsinə olaraq çox sevdiyindən və sevincindən ağladığını kimisi də adətdir qızlar gəlin gedərkən ağlarlar  deyə yenidən özlərini bir susmaz gurultuların ağuşuna atırdılar.
"
2344,segment106.flac,id9,"Lakin kimsə bu öksüz yavrucuğun ruhuna girə bilmir oradakı cəhənnəm kimi coşan müdhiş iztirabları kiçik vücudunu sarsıdan ürəyini duyğularını bir kəlmə bütün varlığını çeynəyən dəhşət və fəryadları görə bilmirdi.
"
2344,segment107.flac,id10,"Yalnız o özü bunları görür hiss edir və əski qabıqlı Quranını bağrına basaraq Ey Quran ey Quran sahibi sənə pənah gətirmişəm  deyə içiniçin ağlayır göz yaşlarını tökürdü.
"
2344,segment108.flac,id11,"Ox o fəlakətli gecə olmasaydı.
"
2344,segment109.flac,id12,"Bu on beşon altı yaşlarında ortaboylu qara gözlü uçqun yanaqlı sarımtraq bənizli bir qızcığazdı.
"
2344,segment11.flac,id13,"Altıyeddi ay bundan əvvəl deyər gülər çalar oynar şux bir afət idi.
"
2344,segment110.flac,id14,"İlk baxışda bir o qədər də gözəl görünmürdü.
"
2344,segment111.flac,id15,"Lakin bir qədər diqqətlə baxdıqda onda başqa bir gözəllik görmək mümkündü.
"
2344,segment112.flac,id16,"Baxışları altına düşən hər kəsi ildırım kimi sancan iri qara gözləri bu qara gözlər üstündəki incə uzun qaşları qanı axacaq qədər qırmızı çiçək yarpaqları qədər zərif incə və titrək dodaqları hətta ağzının böyüklüyü və siması arasındakı incə bir tənasüb  onu seyr edən hər bir kəsdə anlaşılmaz bir həyəcan oyadırdı.
"
2344,segment113.flac,id17,"Xüsusilə əlində bir çomaq dünya malını təşkil edən iki keçisini dağdan endirərkən dağınıq saçları oynaq və şux görkəmi ilə elə ilahi bir heyət təşkil edirdi ki bu gözəlliyə qarşı kimsə dayanmaz pərəstiş etməyə bilməzdi.
"
2344,segment114.flac,id18,"Bəli bütün solğunluqla bütün nöqsanlarına baxmayaraq kənddə hər kəs onun gözəlliyini etiraf edirdi.
"
2344,segment115.flac,id19,"Gülzarı yalnız kəndin gəncləri deyil hətta ixtiyar kişiləri qadınları da sevirlərdi.
"
2344,segment116.flac,id20,"Ta uşaqlıqdan yetim qalmış Gülzar öz kor anası ilə yoxsul qardaşı Aslanın himayəsində yaşayırdı.
"
2344,segment117.flac,id21,"Anasının gözlərinə kənd qadınlarimn dediyinə görə qara su enmiş idi.
"
2344,segment118.flac,id22,"Ona görə Gülzar ta uşaqlıqdan evdə çalışmış zəhmətə alışmışdı.
"
2344,segment119.flac,id23,"Bir qədər böyüyüncə yoxsul evlərinin bir o qədər də böyük olmayan zəhməti onun üçün asanlaşmışdı.
"
2344,segment12.flac,id24,"Artıq Gülzar daha ağır işlər görə bilir malqara saxlaya bilir xalçapalaz toxuya bilirdi.
"
2344,segment120.flac,id25,"Lakin yunları olmadığından Gülzar bəzən qonşuları üçün icrətlə çalışır amma bu da həmişə olmurdu.
"
2344,segment121.flac,id26,"Hər nə olsa da Gülzar vaxtlarını boş keçirmir hər kəsin bir işi olursa ona kömək edir bacardığı qədər toxuyur və yardım edirdi.
"
2344,segment122.flac,id27,"Başqa qoca bir qadını suya gedən görüncə haman gedib dolçasını alır doldurub gətirərdi.
"
2344,segment123.flac,id28,"Bir evdə yas oldumu oraya gedir bacar¬dığı qədər çalışır və o qədər səmimiyyət göstərirdi ki hər kəs onu həmin evin adamı kimi bilirdi.
"
2344,segment124.flac,id29,"Hər kəsə ehtiram edər hər kəsi sevər hər kəsi ana bacı ata qardaş kimi görərdi.
"
2344,segment125.flac,id30,"Gülzarın namuslu və ismətli olduğu xüsusi bir tərzdə dillərdə dolaşırdı.
"
2344,segment126.flac,id31,"Kənddə bir qız tapılmazdı ki adına sözlər deyilməsin.
"
2344,segment127.flac,id32,"Birinin ayağı dolaşdımı haman ətrafda dastan açılır Dağdivara dırmaşır Filankəsə söz atdı Gecə filankəslə danışdı və s.
"
2344,segment128.flac,id33,"Hətta kəndin ən zəngin qızları və yüzbaşının qızları belə qadınların bu dediqodusundan qaşgözündən yaxa qurtara bilməzdilər.
"
2344,segment129.flac,id34,"Yal¬nız Gülzar bu dediqodulardan kənar qalıb su kimi pak və təmiz bir ad saxlamışdı.
"
2344,segment13.flac,id35,"Atalar qızlarını danlarkən Gülzardan ibrət almalarını tapşırır və qadınlar Allaha yalvarıb övlad dilərkən Gülzar kimi pak və namuslu bir qız istərlərdi.
"
2344,segment130.flac,id36,"Bax buna görə də bu gecə hər kəs Gülzarın gəlin getdiyinə sevinirdi.
"
2344,segment131.flac,id37,"Hamı da gəlmiş və öz qızlarının toyu kimi bu toyda iştirak edirlərdi.
"
2344,segment132.flac,id38,"Lakin hər kəsdən artıq Aslan sevinirdi.
"
2344,segment133.flac,id39,"Bu yoxsul kimsəyə toxunmaz bir kəsə pislik etməz söysələr də danışmaz hər kəsə ehtiram edər bir sözlə Allahın dilsizağızsız bəndəsi idi.
"
2344,segment134.flac,id40,"Bunu çox vaxt Aslanın qorxaqlığına çıxırlardısa da bununla bərabər kənddə kimsə ona dolaşmaz pislik etməzdi.
"
2344,segment135.flac,id41,"Dünya malından  bir uzunqulağı bir də çətinliklə yığdığı pullardan Gülzar üçün aldığı iki keçidən başqa heç bir şeyi yox idi.
"
2344,segment136.flac,id42,"Uzunqulağı ilə odun daşıyır kömür hazırlayır biçinə gedir və beləliklə öz bacısını və kor anasını saxlayırdı.
"
2344,segment137.flac,id43,"Yaşının çoxluğuna baxmayaraq hələ evlənməmişdi.
"
2344,segment138.flac,id44,"Zatən yoxsul olduğundan ona qız verən yox idi.
"
2344,segment139.flac,id45,"Lakin bacısını artıq varlı bir adama verdiyi və o gedəndən sonra bir qədər xərci azaldığı üçün yeznəsinin köməyi ilə evlənə biləcəyini ümid edirdi.
"
2344,segment14.flac,id46,"Lakin hər şeydən artıq onu sevindirən  Gülzarın təmiz bir ad saxlaması idi.
"
2344,segment140.flac,id47,"Hər kəs Gülzarı təriflərkən Aslan da bacısının belə adı ilə lovğalanardı.
"
2344,segment141.flac,id48,"Hər halda bu gecə Aslan sevincindən nə edəcəyini bilmir hər tərəfə çırpınır Buyurun Allah ömür versin oğlunuz üçün olsun Allah atana rəhmət eləsin.
"
2344,segment142.flac,id49,"və s.
"
3456,segment143.flac,id50,"sözlərlə gələn qonaqları qarşılayır ona bu qədər hörmət edib sevincində iştirak edənləri sevir hətta kənddəki ən möhtərəm şəxslərin belə gəldiyini görüncə sevincindən gözləri yaşanır hətta bəzən onların ayaqlarına düşüb öpmək istəyirdi.
"
3456,segment144.flac,id51,"Bu məhəbbətlərin bu ehtiramların bu ümumi iştirakın hamısı Gülzara hər şeydən əvvəl Gülzarın paklığına məsumluğuna namuslu və ismətli olmasına aid olduğunu Aslan bilir və Bacımın cehizi yoxsa da su kimi dura pak bir adı vardır  deyirdi.
"
3456,segment145.flac,id52,"Zavallı Gülzar bunları eşidir bütün ürəyi didilir bütün varlığı parçalanırdı.
"
3456,segment146.flac,id53,"Ox o fəlakətli gecə olmasaydı.
"
3456,segment147.flac,id54,"Nişanlandığı gündən üç gün əvvəl idi.
"
3456,segment148.flac,id55,"Gülzar günorta vaxtı evdən bir çörək götürüb meşədə odun qıran qardaşı üçün apardı.
"
3456,segment149.flac,id56,"Geri qayıdarkən hava çox tutqun idi.
"
3456,segment15.flac,id57,"Yavaşyavaş yağış nəmçiləyir xırda damcılar Gülzarın üzünə döşlərinə toxunurdu.
"
3456,segment150.flac,id58,"Gülzar yağışdan gözlərini açmayıb tələsik qaçırdı.
"
3456,segment151.flac,id59,"Zavallı bu tələsmə nəticəsi olaraq xəbəri olmadan yolu da itirmişdi.
"
3456,segment152.flac,id60,"Yenidən bu yolu tapmaq üçün çox uzun çalışmış amma havanın büsbütün qaralması bütün ümidlərini yox etmişdi.
"
3456,segment153.flac,id61,"Gülzar da nə edəcəyini bilmirdi nə də gözü görürdü.
"
3456,segment154.flac,id62,"Qaranlıqda qurdlara çaqqallara rast gəlməsin deyə qorxudan bir ağacın dibinə sıxıldı.
"
3456,segment155.flac,id63,"Göy bütün dəhşəti ilə guruldayır ildırımlar odlu oxlar kimi sağasola qaçışır yağış vedrədən tökən kimi tökülürdü.
"
3456,segment156.flac,id64,"Bütün kainat bir ildırım oynağına bir od dənizinə dönmüşdü.
"
3456,segment157.flac,id65,"Gülzar qorxurdu.
"
3456,segment158.flac,id66,"Bu aralıq yaxından Alabaş Alabaş.
"
3456,segment159.flac,id67,"deyə çağıran bir səs eşidildi.
"
3456,segment16.flac,id68,"Gülzar bu insan səsindən bir qədər cürətləndi və Meşədəki kimsən.
"
3456,segment160.flac,id69,"deyə çığırdı.
"
3456,segment161.flac,id70,"Çox keçmədən qarşısında ağ kürkə bürünmüş bir kişi gördü.
"
3456,segment162.flac,id71,"Kimsən.
"
3456,segment163.flac,id72,"Əmi azmışam.
"
3456,segment164.flac,id73,"Gəl gəl.
"
3456,segment165.flac,id74,"Burada durmaq qorxuludur ildırım hündür ağacları vurar.
"
3456,segment166.flac,id75,"Gəl.
"
3456,segment167.flac,id76,"deyə yola düşdü.
"
3456,segment168.flac,id77,"Gülzar onu təqib edirdi.
"
3456,segment169.flac,id78,"Bir köhülə mağaraya təsadüf etdilər.
"
3456,segment17.flac,id79,"Məchul kişi içəri girdi.
"
3456,segment170.flac,id80,"Gülzar da heç bir şey düşünmədən içəri girdi.
"
3456,segment171.flac,id81,"Beş dəqiqədən sonra köhül məchul kişinin topladığı çörçöplə yandırdığı ocaqdan işıqlanmışdı.
"
3456,segment172.flac,id82,"Tüstü Gülzarın gözlərini acıdır amma belə tüstüyə alışan olduğundan fərqinə varmır köhülün bir bucağına sıxılıb otururdu.
"
3456,segment173.flac,id83,"Artıq bayırda gözgözü görmürdü.
"
3456,segment174.flac,id84,"Köhüldə məchul kişi ocağın yanındakı bir daş üzərində oturub paltarlarını qurudurdu.
"
3456,segment175.flac,id85,"Heç birisi dinmirdi.
"
3456,segment176.flac,id86,"Bu aralıq Gülzar sərt bir qədər boğuq bir səs eşitdi       Kimlərdənsən gəlin.
"
3456,segment177.flac,id87,"Bu səs özözlüyündə Gülzarı diksindirdi.
"
3456,segment178.flac,id88,"Lakin yenə fərqinə varmayıb      Yetim Aslanın bacısıyam  deyə kişinin üzünə baxdı.
"
3456,segment179.flac,id89,"Kişi odlu baxışlarını onun üzünə sancıb baxırdı.
"
3456,segment18.flac,id90,"Ərdəmisən.
"
3456,segment180.flac,id91,"Gülzar susub bir söz demədi.
"
3456,segment181.flac,id92,"Eyni zamanda onu məchul bir qorxu bürüdü.
"
3456,segment182.flac,id93,"Bu baxışlar altında həyatında ilk dəfə olaraq özünün gözəl bir qız olduğunu xatırladı və burada yad bir kişi ilə olduğunu düşününcə qor¬xudan titrədi və ömründə ilk dəfə olaraq özünü kişilərdən gizlətmək örtünmək üçün ətrafına baxındı.
"
3456,segment183.flac,id94,"Yaylığını meşədə itirmişdi.
"
3456,segment184.flac,id95,"Bir şey tapmayınca dağınıq saçları ilə döşlərini örtdü.
"
3456,segment185.flac,id96,"Amma zavallı bununla daha gözəl və daha cazibədar bir görkəm aldığını heç də düşünmürdü.
"
3456,segment186.flac,id97,"Dur gəl ocaq başında paltarını qurut yazıqsan yerdə soyuq vurar naxoşlarsan  deyə məchul kişinin sərt səsi yenə cingildədi.
"
3456,segment187.flac,id98,"Gülzar qımıldanmadı.
"
3456,segment188.flac,id99,"Getdikcə qorxu onu bürüyür bütün varlığı əsirdi.
"
3620,segment189.flac,id100,"Bu aralıq Gülzar köhüldən çıxıb qaçmaq istəyirdi.
"
3620,segment19.flac,id101,"Lakin qaçılası bir yer yox idi.
"
3620,segment190.flac,id102,"Artıq gecə qara qanadlarını kainat üzərinə sərmiş bütün varlıq bir məzar qaranlığına bürünmüşdü.
"
3620,segment191.flac,id103,"Yenidən boğuq bir səs eşidildi       Ərin kimdir.
"
3620,segment192.flac,id104,"Zavallı qızcığaz bir söz demir hətta nəfəs çəkməkdən belə qorxurdu.
"
3620,segment193.flac,id105,"Daha o uzaqda oturduğun nə üçündür.
"
3620,segment194.flac,id106,"Səni yeməyəcəklər ki.
"
3620,segment195.flac,id107,"Al kürkümə bürün və paltarını qurut.
"
3620,segment196.flac,id108,"Gülzar artıq büsbütün özünü itirmiş kiçicik ürəyi bir gurultu ilə döyünürdü.
"
3620,segment197.flac,id109,"Gecə getdikcə dərinləşir sükut getdikcə artır həyat getdikcə susurdu.
"
3620,segment198.flac,id110,"Bu aralıq məchul kişi birdən yerindən qalxdı.
"
3620,segment199.flac,id111,"Ağır addımlarla Gülzara yanaşıb sərt və dəmir kimi ağır əli ilə Gülzarın biləyini yaxaladı.
"
3620,segment2.flac,id112,"Zavallı qızcığaz bütün mümaniətlərinə baxmayaraq bir saniyədən sonra ocağın qırağında oturmuşdu.
"
3620,segment20.flac,id113,"Heç birisi danışmırdı.
"
3620,segment200.flac,id114,"Ocaq getdikcə qaralır köhül getdikcə bir qaranlığa dalırdı.
"
3620,segment201.flac,id115,"Gülzar ocağın bir tərəfində bucağa sıxılmışdı.
"
3620,segment202.flac,id116,"Məc¬hul kişi o biri tərəfdə uzanmışdı.
"
3620,segment203.flac,id117,"Beləliklə çox keçdi.
"
3620,segment204.flac,id118,"Gülzar üzünə isti bir nəfəs toxunduğunu hiss edib gözlərini açdı qaranlıq bir heyət qarşısını daldalamış eyni zamanda iki qol dəmir halqa kimi biləyini sarmış sıxırdı.
"
3620,segment205.flac,id119,"Gülzar qışqırıb bütün şiddətilə çırpınmağa başladı.
"
3620,segment206.flac,id120,"Amma belini sarmış qollar sarsılmaz və güclü idi.
"
3620,segment207.flac,id121,"Gülzar çırpınır eyni zamanda uşaq ağlına gələn sözləri söyləyib yalvarırdı  Səni and verirəm Allaha səni and verirəm Həzrət Abbasa mənə toxunma.
"
3620,segment208.flac,id122,"Mən yetiməm kimsəsizəm.
"
3620,segment209.flac,id123,"Məni öldürərlər.
"
3620,segment21.flac,id124,"Səni and verirəm o gözə görünməyən Allaha mənə toxunma mənə toxunma mənə yazığın gəlsin  deyə bu sarsılmaz qollar arasından özünü çıxarmağa çalışırdı.
"
3620,segment210.flac,id125,"Məchul kişi isə mırıldanır mırıldanırdı.
"
3620,segment211.flac,id126,"Artıq Gülzarın xırdaca əlləri yorulmuş məchul kişinin dəmir pəncəsində sıxılır ayaqları isə kişinin dizləri altına alınmış tərpənməsinə belə imkan qalmamışdı.
"
3620,segment212.flac,id127,"Zavallı qızcığaz özünün gücsüzlüyünü görüb bağırır yalvarır ağlayır bütün imamları peyğəmbərləri birbir sayır eyni zamanda sözlərinin təsirini gözləmədən balıq kimi çapalayır çırpınırdı.
"
3620,segment213.flac,id128,"Lakin bunların hamısı faydasız idi.
"
3620,segment214.flac,id129,"Yazıq artıq yorulmuş qolları sustalmışdı.
"
3620,segment215.flac,id130,"Hər halda yarım saatdan çox çalışmışdı.
"
3620,segment216.flac,id131,"Nəhayət zavallı büsbütün yorulub ölü kimi düşdü.
"
3620,segment217.flac,id132,"O bütün uşaq qüvvəti ilə bacardığı qədər çalışdı çapaladı yalvardı yaxardı ağladı bağırdı çığırdı ilan kimi qabıqdan çıxdı amma çarə olmadı.
"
3620,segment218.flac,id133,"Axırda yarımbayğın bir halda düşüb istəristəməz sükuta məcbur oldu.
"
3620,segment219.flac,id134,"Gecə ölgün bir sükuta dalmışdı.
"
3620,segment22.flac,id135,"Bayırda ruzigar yetim bir uşaq fəryadı ilə inləyərkən Gülzar bir bucağa sıxılmış səbəbini özü də bilmədən ağlayır ağlayır ağlayırdı.
"
3620,segment220.flac,id136,"Çünki başqa bir çarəsi yox idi.
"
3620,segment221.flac,id137,"Artıq hava işıqlanmış gözəl bir payız səhəri açılmışdı.
"
3620,segment222.flac,id138,"Meşənin bütün yarpaqları yağışdan yuyunmuş günəşin şüalarından parıldayırdı.
"
3620,segment223.flac,id139,"Bu gözəlliklər arasında Gülzar ətrafına belə baxmadan ölgün solğun bir halda evə qayıdırdı.
"
3620,segment224.flac,id140,"Üç gün sonra Getmirəm  deyə ağladığına baxmayaraq onu nişanladılar.
"
3620,segment225.flac,id141,"Bu gündən etibarən artıq Gülzarın bütün keçmiş şuxluğu təravəti itmiş evdən bir yana çıxmır keçmişdə qardaş kimi gördüyü kişilərdən artıq yaşınır kimsənin üzünə baxmır daha doğrusu baxmağa qorxur utanırdı.
"
3620,segment226.flac,id142,"Al yanaqları payız yarpaqları kimi getdikcə solur çöhrəsi saralır gözləri çuxura enir bütün varlığı sarsılıb məhv olurdu.
"
3620,segment227.flac,id143,"Vaxtilə hər kəs xüsusilə Aslan bu haldan maraqlanıb səbəbini soruşmuşdusa da axırda Gülzarın xəstə olduğunu düşünüb qəti bir cavabdan vaz keçmişdi.
"
3620,segment228.flac,id144,"Lakin Gülzar getdikcə solurdu.
"
3620,segment229.flac,id145,"Bu aralıq Gülzar məsciddən bir Quran götürüb ona tapınmış ona pənah gətirmişdi.
"
3620,segment23.flac,id146,"Gəlin gedərkən nə olacaq.
"
3620,segment230.flac,id147,"O müdhiş gecədə nə cavab verəcək.
"
3620,segment231.flac,id148,"Ona inanacaqmıdır.
"
3620,segment232.flac,id149,"Bu düşüncələrlə zavallı qaranlıq daxmalarının bir bucağına sıxılıb saatlarca orada qalırdı.
"
3620,segment233.flac,id150,"O gecə nə deyəcək nələr eşidəcək nələr olacaqdı.
"
3620,segment234.flac,id151,"O bu xüsusda çox şeylər eşitmiş və qorxmuşdu.
"
3620,segment235.flac,id152,"Keçən il qonşularının qızını əri doğramışdı.
"
3620,segment236.flac,id153,"Zavallı bunları düşünür bağrı adətən partlayır otura bilmir hövlnak qalxır sanki bir çarə tapacaqmış kimi mənasızcasına ətrafa baxınır nəhayət yenə daxmanın bir bucağına yıxılıb ağlamağa başlayırdı.
"
3620,segment237.flac,id154,"Ağlayır ağlayır nəhayət özünə təsəlli verərək Yox mən ona yalvararam mən bu Quranı şahid gətirərəm ki məndə günah yoxdur.
"
3620,segment238.flac,id155,"O inanar.
"
3620,segment239.flac,id156,"Bu Quran bu Quran sahibi məni himayə edər  deyə bir qədər təsəlli tapırdı.
"
3620,segment24.flac,id157,"Lakin bir saniyə keçmədən yeni bir şey xatırlayırdı O mənim andlarıma inanmazsa.
"
3620,segment240.flac,id158,"deyə yenidən pozulur müdhiş bir iztirab onu bürüyür yenidən Quranını bağrına basıb köhnə qabığını göz yaşları ilə isladırdı.
"
3620,segment241.flac,id159,"Beləliklə uzun qış gecələri o müdhiş gecənin fəlakətlərini dəhşətlərini düşünərək bir iztirab içində altı ay gözləyib durmuşdu.
"
3620,segment242.flac,id160,"Bu gecə də hər kəs onun səadətinə sevinirkən o bütün varlığını itirmiş göz yaşlarında boğulub getmişdi.
"
3620,segment243.flac,id161,"Hə nə oldunuz.
"
3620,segment244.flac,id162,"Qurtarmadınızmı.
"
3620,segment245.flac,id163,"Xalq gözləyir axı  deyə bayırdan Aslanın səsi eşidildi.
"
3620,segment246.flac,id164,"Gülzar diksinib ürəyi döyünməyə başladı.
"
3620,segment247.flac,id165,"Biz hazırıq.
"
3620,segment248.flac,id166,"Qızım daha dur  deyə yengə cavab verdi.
"
3620,segment249.flac,id167,"Gülzar yerindən tərpənmirdi.
"
3620,segment25.flac,id168,"Qoyun bir balamın üzünü öpüm  deyə Gülzarın kor anası arvadların içində səslənib irəli yeriməyə başladı.
"
3620,segment250.flac,id169,"Aydan arı sudan dura balam.
"
3620,segment251.flac,id170,"Ya Həzrət Abbas balamı sənə zamin verirəm  deyə Gülzarı qucaqladı.
"
3620,segment252.flac,id171,"Gülzar özünü bilmirdi.
"
3620,segment253.flac,id172,"Bəyin qardaşı gəlinin belini bağlayır arvadlar kimi çalır o yanbu yana qaçır Allah Allah deyir xəlfə dua oxuyurdu  bir kəlmə bütün dünya birbirinə çaxnaşmışdı.
"
3620,segment254.flac,id173,"Qoyun məni axırıncı dəfə bacımın üzündən öpüm o mənim evimin sütunu olmuşdur  deyə Aslanın səsi eşidildi.
"
3620,segment255.flac,id174,"Əlbəttə əlbəttə bacındır qızındır çörəyini yemişdir sən ona atalıq eləmişsən  deyə yengə kimsəyə möhlət vermədən cavab verirdi.
"
3620,segment256.flac,id175,"Əlbəttə çəkilin arvadlar qoyun yazıq öz bacısı ilə görüşsün  deyə arvadlar birbirinə söyləyir eyni zamanda yenə gəlinin başına toplanıb yolu daha da kəsirlərdi.
"
3620,segment257.flac,id176,"Aslan bilirdi ki ona kimsə bir söz deməyəcəkdir çünki bu gecə onun sözü ilə hər kəs hesablaşır hörməti hər kəsdən çoxdur.
"
3620,segment258.flac,id177,"Elə ixtiyar istəməsi də bir növ lovğalanmaq üçün idi.
"
3620,segment259.flac,id178,"Artıq Gülzarı başında al duvaq qapıdan çıxarırlardı.
"
3620,segment26.flac,id179,"Aslan qolunu bacısının boynuna salıb      Gəl bacım səni öpüm.
"
3620,segment260.flac,id180,"Sən mənim evimin sütunu olmuşsan sən mənim üzümü xalq içində ağartmışsan adına güldən ağır bir söz deyilməmişdir.
"
3620,segment261.flac,id181,"Bu hələ mənə bəsdir.
"
3620,segment262.flac,id182,"Mən səndən çox razıyam get Allah səni xoşbəxt eləsin  dedi.
"
3620,segment263.flac,id183,"Bu sözlərdən zavallı Gülzarın ciyərləri parçalanır amma artıq bir şey düşünmür bir şey hiss etmir köhnə qabıqlı Quranı bağrına basıb başqalarının zövqü ilə yeriyirdi.
"
3620,segment264.flac,id184,"Otaq tam bir bayram şəkli almışdı elə bil bəzəkli gəlin evi idi.
"
3620,segment265.flac,id185,"Lakin Gülzar heç bir şey düşünmür ancaq başqalarının Allah Allah sözü arasında öz Allahını unutmamaq üçün teztez Ya Allah ya Allah  deyə təkrar edirdi.
"
3620,segment266.flac,id186,"Onu oturtdular.
"
3620,segment267.flac,id187,"Arvadlar baldızları hətta qayınanası belə qabağında oynadılar qayınanası üzündən öpdü.
"
3620,segment268.flac,id188,"Lakin Gülzar bunların heç birini istəmirdi bu iltifatlardan ürəyi sıxılırdı.
"
3620,segment269.flac,id189,"Beş dəqiqədən sonra bu adamlar heç birisi onu görmək istəməyəcək üzünə belə baxmayacaqlar.
"
3620,segment27.flac,id190,"Kim bilir bəlkə bir daha o onların heç birisini görməyəcəkdir.
"
3620,segment270.flac,id191,"Arvadlar çaldılar çağırdılar oynadılar çıxdılar.
"
3620,segment271.flac,id192,"Gülzar tək qalınca artıq özünü bilmir yarımbayğın bir halda birbiri üzərinə salınmış döşəklərin gəlin taxti üstündə oturmuş ərinin gəlməsini gözləyirdi.
"
3620,segment272.flac,id193,"Özü ilə götürdüyü Quranı bütün qüvvəti ilə iki döşü arasına sıxıb  Ey Quran ey Quran sahibi sən mənə kömək ol.
"
3620,segment273.flac,id194,"deyə təkrar edirdi.
"
3620,segment274.flac,id195,"Zavallının ürəyi döyünür ciyərləri parçalanır bütün varlığı məhv olurdu.
"
3620,segment275.flac,id196,"Altı aydan bəri çəkdiyi iztirabların əzab və göz yaşlarının bu gecə artıq sonu idi.
"
3620,segment276.flac,id197,"Bu gecə ya həmişəlik xoşbəxt olacaq ya da həmişəlik qara torpaqlara gömülüb gedəcəkdi.
"
3620,segment277.flac,id198,"Ox nə qədər müdhiş bir gecə.
"
3620,segment278.flac,id199,"O bu gecəni çoxdan bəri təsəvvür etmişdi.
"
